Title,IMDB_Rating,Reelgood_Rating,Genres,Year,Tags,Country,Source,Rated,Duration,Description,Director,Employees
The Paramedic,5.7,,"['Thriller', 'Drama']",2020,"['Doctor', 'Mature', 'Psychology']",Spain,Netflix,18+ (R),PT1H34M,"Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.The Paramedic featuring Mario Casas and Déborah François is streaming with subscription on Netflix. It's a drama and thriller movie with an average IMDb audience rating of 5.7 (12,194 votes) and was met with mixed reviews by critics.",Carles Torras,"['Mario Casas', 'Déborah François', 'Guillermo Pfening', 'Celso Bugallo', 'Raúl Jiménez', 'Maria Rodríguez Soto', 'Pol Monen', 'Gerard Oms', 'Carles Torras', 'Miguel Ruz', 'Denis Pedregosa', 'Orlando Pedregosa', 'Santiago Lapeira', 'Carles Torras', 'David Desola', 'Hèctor Hernández Vicens']"
You Are My Home,6.5,,['Family'],2020,[],America,Netflix,,PT1H30M,"This drama follows the relationship of a heartbroken woman and a young immigrant girl who has lost her mother at the border, coming together just before Christmas.You Are My Home featuring Alyssa Milano and Cristián de la Fuente is streaming with subscription on Netflix. It's a family movie with an average IMDb audience rating of 6.5 (522 votes).",Amanda Raymond,"['Alyssa Milano', 'Cristián de la Fuente', 'Angel Parker', 'Joel Michaely', 'Melissa Bickerton', 'Joel Steingold', 'Deanna Grace Congo', 'Cristián de la Fuente', 'David Gere', 'James T. Bruce IV', 'Phillip B. Goldfine', 'Marion Milner', 'Tara Pirnia']"
Sarkar,6.8,,"['Drama', 'Action & Adventure']",2018,[],India,Netflix,,PT2H44M,"NRI corporate Sundar Ramasamy comes to India to vote, only to learn that his vote has already been cast. While he reclaims his right legally, it also sets in motion a chain of events that eventually lead to him entering the political fray, trying to change the system.Sarkar featuring Vijay and Keerthi Suresh is streaming with subscription on Netflix. It's an action & adventure and drama movie with a better than average IMDb audience rating of 6.8 (19,531 votes).",A.R. Murugadoss,"['Vijay', 'Keerthi Suresh', 'Varalaxmi Sarathkumar', 'Prem', 'Yogi Babu', 'Radha Ravi', 'Tulasi', 'Rajesh', 'Livingston', 'Yuvina Parthavi', 'Papri Ghosh', 'Sivashankar Master', 'Ashwanth Thilak', 'A.R. Murugadoss', 'Jayaditya Kang', 'Elyssa Erhardt', 'Pazha Karuppaiah', 'MV. Tamil Selvi', 'Anitha Sampath', 'Lallu Prasath', 'Kalanithi Maran', 'A.R. Murugadoss', 'A. R. Rahman']"
Soul Thieves,5,,['Horror'],2015,[],Mexico,Netflix,,PT1H28M,"In 1815, during the Mexican Independence movement, a group of soldiers fighting for Spain take shelter at a ranch where a group of sisters support the other band, the insurgents who are fighting for freedom.Soul Thieves featuring Sofía Sisniega and Natasha Dupeyrón is streaming with subscription on Netflix. It's a horror movie with a less than average IMDb audience rating of 5.0 (276 votes).",Juan Antonio de la Riva,"['Sofía Sisniega', 'Natasha Dupeyrón', 'Ana Sofía Durán', 'Juan Ángel Esparza', 'Luis Gatica', 'Javier Escobar', 'Arnulfo Reyes Sanchez', 'Jorge Luis Moreno', 'Harding Junior', 'Tizoc Arroyo', 'Ricardo Dalmacci', 'Claudine Sosa', 'Pablo Valentín', 'José Enot', 'Christopher Luna']"
Mugamoodi,5.1,,"['Action & Adventure', 'Drama']",2012,"['Superhero', 'Supernatural', 'Sports']",India,Netflix,,PT2H42M,"A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.Mugamoodi featuring Jiiva and Narain is streaming with subscription on Netflix, and available for rent or purchase on Prime Video. It's an action & adventure and drama movie with a less than average IMDb audience rating of 5.1 (1,200 votes).",Mysskin,"['Jiiva', 'Narain', 'Pooja Hegde', 'Girish Karnad', 'Nassar', 'Selva', 'Anupama Kumar', 'Adukalam Naren', 'Aadukalam Murugadoss', 'Krishna Kumar', 'Kalaiyarasan', 'Misha Ghoshal', 'Aadithya', 'Darshan', 'Ronnie Screwvala', 'Siddharth Roy Kapur', 'Mysskin']"
Thomas & Friends: Full Steam To The Rescue!,8,,"['Animation', 'Family']",2016,"['Tank', 'Friendship']",United Kingdom,Netflix,,PT1H33M,"Full Steam to the Rescue! is a UK DVD featuring six episodes from the nineteenth series and two bonus episodes from the twentieth series. Description: Duty calls at the Sodor Search and Rescue Centre! Rocky is called in to action to rescue poor derailed Henry. But when Rocky becomes derailed himself, who will come to his aid? The alarm is sounded at the Search and Rescue Centre and the fast and fearless team race to the rescue. But with each vehicle trying to rescue him alone, can they work as a team to get Rocky back on the tracks?! Full steam ahead with Thomas and his engine heroes!Thomas & Friends: Full Steam To The Rescue! featuring Mark Moraghan and John Hasler is streaming with subscription on Netflix. It's an animation and family movie with a high IMDb audience rating of 8.0 (11 votes).",Mark Moraghan,"['John Hasler', 'David Bedella', 'Teresa Gallagher']"
Black Mirror: Bandersnatch,7.1,,"['Mystery', 'Thriller']",2018,"['Technology', 'Video Games']",United Kingdom,Netflix,18+ (R),PT1H30M,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.Black Mirror: Bandersnatch featuring Fionn Whitehead and Craig Parkinson is streaming with subscription on Netflix. It's a mystery and thriller movie with a better than average IMDb audience rating of 7.1 (124,443 votes).",David Slade,"['Fionn Whitehead', 'Craig Parkinson', 'Alice Lowe', 'Will Poulter', 'Asim Chaudhry', 'Tallulah Haddon', 'Alan Asaad', 'Catriona Knox', 'Paul Bradley', 'Jonathan Aris', 'A.J. Houghton', 'Fleur Keith', 'Laura Evelyn', 'Suzanne Burden', 'Jeff Minter', 'Rochenda Sandall', 'Russell McLean', 'Annabel Jones', 'Charlie Brooker', 'Charlie Brooker', 'Brian Reitzell']"
"I Love You, Stupid",5.8,,"['Thriller', 'Comedy']",2020,['Dating'],Spain,Netflix,18+ (R),PT1H27M,"Marcos' life turns upside down after he loses the same day his girlfriend and his job. Marcos' life turns wild after to meet Raquel.I Love You, Stupid featuring Quim Gutiérrez and Natalia Tena is streaming with subscription on Netflix. It's a comedy and thriller movie with an average IMDb audience rating of 5.8 (3,390 votes) and was met with mixed reviews by critics.",Laura Mañá,"['Quim Gutiérrez', 'Natalia Tena', 'Alfonso Bassave', 'Alba Ribas', 'Ernesto Alterio', 'Patricia Vico', 'Francesc Albiol', 'Núria Valls', 'Xavi Francés', 'David Lifschitz', 'José García Ruiz', 'José Pérez Ocaña', 'Laia Ferré', 'Vanessa Castro', 'Eric Bonicatto', 'Mirentxu Goienetxe', 'Oriol Aubets', 'Garazi Beloki', 'Pau Escribano', 'Raimon Masllorens', 'Tono Folguera', 'Nèlida Sanchez', 'Abraham Sastre', 'Ivan Bouso', 'Javier Bayon', 'Luc Suarez']"
Merry Men 2: Another Mission,6.5,,"['Action & Adventure', 'Comedy']",2019,[],Nigeria,Netflix,18+ (R),PT1H54M,Four men have stopped robbing the rich to give to the poor and now are focusing on running their businesses.Merry Men 2: Another Mission featuring Damilola Adegbite and Alex Asogwa is streaming with subscription on Netflix. It's an action & adventure and comedy movie with an average IMDb audience rating of 6.5 (66 votes).,Moses Inwang,"['Damilola Adegbite', 'Alex Asogwa', 'Regina Daniels', 'Iretiola Doyle', 'Jim Iyke', 'Ramsey Nouah', 'Falz', 'Anthony Kehinde Joseph']"
Mumbai Meri Jaan,7.7,,['Drama'],2008,[],India,Netflix,13+ (PG-13),PT1H59M,"Shortly after 1800 hours, 11 July 2006, Mumbai was shattered by seven bomb blasts on Western Railway stations: Matunga, Mahim, Khar, Bandra, Jogeshwari, Borivali, and Bhayandar. It took the Police and ambulance over an hour to attend at various sites. This incident changes lives of Thomas, originally from Chennai, who sells tea from his bike; Rupali Joshi, a TV News reporter, who has to deal with the death of her to-be spouse, Ajay Kumar Pradhan; Suresh, in debt, starts to suspect all Muslims, especially Yusuf; Inspector Tukaram Patil, about to retire, goes about collecting bribes as usual, much to the chagrin of his embittered, honest and soon to-be suspended subordinate, Sunil Kadam; while Nikhil Agarwal, a Nationalist and environmentalist, debates whether he should re-locate to the United States, along with his pregnant wife, Sejal.Mumbai Meri Jaan featuring R. Madhavan and Irrfan Khan is streaming with subscription on Netflix. It's a drama movie with a high IMDb audience rating of 7.7 (6,337 votes).",Nishikant Kamat,"['R. Madhavan', 'Irrfan Khan', 'Soha Ali Khan', 'Paresh Rawal', 'Kay Kay Menon', 'Santosh Juvekar', 'Kavin Dave', 'Rajesh Bhosle', 'Sameer Dharmadhikari', 'Vijay Maurya', 'Ayesha Raza', 'Smita Jaykar', 'Upendra Sidhaye', 'Yogesh Vinayak Joshi']"
Dave Chappelle: Sticks & Stones,8.4,,"['Comedy', 'Documentary']",2019,[],America,Netflix,18+ (R),PT1H5M,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.Dave Chappelle: Sticks & Stones featuring Dave Chappelle is streaming with subscription on Netflix. It's a comedy and documentary movie with a high IMDb audience rating of 8.4 (25,768 votes).",Stan Lathan,"['Dave Chappelle', 'Dave Chappelle']"
The Mansion,4.6,,"['Comedy', 'Horror']",2017,[],France,Netflix,13+ (PG-13),PT1H40M,"A band of students comes to celebrate the New Year in an old manor house isolated from everything. But soon after their arrival, strange events disrupt the atmosphere, before the party turns squarely to the nightmare ...The Mansion featuring Nathalie Odzierejko and Kemar is streaming with subscription on Netflix. It's a comedy and horror movie with a less than average IMDb audience rating of 4.6 (2,634 votes).",Tony T. Datis,"['Nathalie Odzierejko', 'Kemar', 'Yvick Letexier', 'Ludovik', 'Vanessa Guide', 'Jérôme Niel', 'Vincent Tirel', 'Delphine Baril', 'Lila Lacombe', 'Baptiste Lorber']"
Tragic Jungle,5.6,,"['Drama', 'Mystery']",2020,[],Colombia,Netflix,,PT1H36M,"Deep in the jungle, a group of Mexican gum workers crosses their path with Agnes, a mysterious Belizean woman. Her presence enlivens the fantasies and desires of those men, without knowing that they have woken up an ancient Mayan legend.Tragic Jungle featuring Indira Andrewin and Gilberto Barraza is streaming with subscription on Netflix. It's a drama and mystery movie with an average IMDb audience rating of 5.6 (913 votes).",Yulene Olaizola,"['Indira Andrewin', 'Gilberto Barraza', 'Mariano Tun Xool', 'Gabino Rodríguez', 'Eligio Meléndez', 'Eliseo Mancilla de la Cruz', 'Dale Carley', 'Shantai Obispo', 'Nedal Mclaren', 'José Alfredo González Dzul', 'Antonio Tun Xool', 'Marcelino Coba Flota', 'Gildon Rowland', 'Mario Canché Pat', 'Guillermo Muro Cárdenas', 'Pablo Zimbrón Alva', 'Rubén Imaz', 'Yulene Olaizola', 'Rubén Imaz', 'Yulene Olaizola']"
Holiday on Mars,2.7,,"['Science-Fiction', 'Comedy']",2020,"['Space', 'Time Travel', 'Science']",Italy,Netflix,,PT1H29M,"We are in 2030, and on vacation we go to Mars! Having made his wife and son Giulio lose his tracks for years, Fabio (Christian De Sica) is about to marry the wealthy Bea on Mars. But what could happen if during an excursion into space, something goes wrong and Giulio suddenly becomes a sprightly old man (Massimo Boldi)? Between hilarious unexpected events and amusing misunderstandings, Fabio will find himself dealing with a seventy-year-old son and a marriage that is in danger of jumping ...Holiday on Mars featuring Christian De Sica and Massimo Boldi is streaming with subscription on Netflix. It's a Comedy and Science Fiction movie with a very low IMDb audience rating of 2.7 (575 votes).",Neri Parenti,"['Christian De Sica', 'Massimo Boldi', 'Milena Vukotić', 'Lucia Mascino', 'Paola Minaccioni', 'Denise Tantucci', 'Herbert Ballerina', 'Fiammetta Cicogna', 'Francesco Bruni', 'Angelica Morgana Orobello', 'Taiyo Yamanouchi', 'Alessandro Bisegna', 'Simone Farinon', 'Cristina Cappelli', 'Rishad Noorani', 'Sidy Diop', 'Libero Sansavini', 'Gianfranco Mazzoni', 'Livio Beshir', 'Simone Colombari', 'Giovanni Guardiano', 'Benedetto Habib', 'Fabrizio Donvito', 'Marco Cohen', 'Gianluca Bomprezzi', 'Neri Parenti']"
The Heartbreak Club,6.2,,['Drama'],2021,[],Indonesia,Netflix,16+,PT1H41M,"Coping with heartbreak, the shy owner of a floundering cafe finds solace in the Javanese love songs of Didi Kempot.The Heartbreak Club featuring Bhisma Mulia and Denira Wiraguna is streaming with subscription on Netflix. It's a drama movie with an average IMDb audience rating of 6.2 (189 votes).",Bagus Bramanti,"['Charles Gozali', 'Bhisma Mulia', 'Denira Wiraguna', 'Didi Kempot', 'Fransisca Saraswati Puspa Dewi', 'Erick Estrada', 'Asri Welas', 'Mo Sidik', 'Emil Kusumo', 'Dede Satria', 'Rezca Syam', 'Charles Gozali', 'Linda Gozali Arya', 'Andi Boediman', 'Didi Kempot', 'Gope T. Samtani', 'Hendrick Gozali', 'Mandy Marahimin', 'Pandu Birantoro', 'Robert Ronny', 'Sunar S. Samtani', 'Sunil Samtani', 'Bagus Bramanti', 'Gea Rexy']"
Puss in Boots,6.6,,"['Animation', 'Comedy']",2011,['Cartoon'],America,Netflix,7+ (PG),PT1H30M,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.Puss in Boots featuring Antonio Banderas and Salma Hayek is streaming with subscription on Netflix, available for rent or purchase on Prime Video, available for rent or purchase on Microsoft Store, and 1 other. It's an action & adventure and animation movie with an average IMDb audience rating of 6.6 (156,411 votes).",Chris Miller,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis', 'Billy Bob Thornton', 'Amy Sedaris', 'Constance Marie', 'Mike Mitchell', 'Guillermo del Toro', 'Conrad Vernon', 'Chris Miller', 'Rich Dietl', 'Ryan Crego', 'Tom Wheeler', 'Tom McGrath', 'Bob Joles', 'Latifa Ouaou', 'Bob Persichetti', 'Jessica Schulte', 'Nina Barry', 'Sergio Bruna', 'Rebecca Davis', 'Joe M. Aguilar', 'Latifa Ouaou', 'Andrew Adamson', 'Guillermo del Toro', 'Michelle Raimo', 'David H. Steinberg', 'Jon Zack', 'Tom Wheeler', 'Henry Jackman']"
HiGH&LOW The Movie 2: End of Sky,7.1,,['Action & Adventure'],2017,[],Japan,Netflix,,PT2H4M,"Members of SWORD win against Wangan Rengogun, which is led by Kohaku (Akira). The city becomes peaceful again. Nevertheless, the most brutal gangs, Doubt and Prison Gang, appear. They try to dominate the area controlled by SWORD.HiGH&LOW The Movie 2: End of Sky featuring Takanori Iwata and Nobuyuki Suzuki is streaming with subscription on Netflix. It's an action & adventure movie with a better than average IMDb audience rating of 7.1 (412 votes).",Shigeaki Kubo,"['Tsuyoshi Nakakuki', 'Takanori Iwata', 'Nobuyuki Suzuki', 'Keita Machida', 'Kenjiro Yamashita', 'Kanta Sato', 'Masayasu Yagi', 'Taiki Sato', 'Joey Iwanaga', 'Naoki Kobayashi', 'Hiroomi Tosaka', '早乙女太一', 'Shogo Iwaya', 'Shogo Yamamoto', '远藤雄弥', 'Yu Inaba', 'Shuntarô Yanagi', 'Ikki Nishimura', 'Tomoki Hirose', 'Shunsuke Nishikawa', 'Ryô Matsuda', 'Yutaka Kyan']"
Father Soldier Son,7.3,,['Documentary'],2020,"['War', 'Military']",America,Netflix,18+ (R),PT1H39M,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.Father Soldier Son featuring Brian Eisch and Isaac Eisch is streaming with subscription on Netflix. It's a documentary movie with a better than average IMDb audience rating of 7.3 (938 votes).",Catrin Einhorn,"['Leslye Davis', 'Brian Eisch', 'Isaac Eisch', 'Joey Eisch', 'Roxanne Gregory', 'Catrin Einhorn', 'Kathleen Lingo', 'Leslye Davis', 'Nancy Gauss', 'James Dao', 'Rebecca Corbett', 'Sam Dolnick', 'Nathan Halpern']"
Anjelah Johnson: Not Fancy,5.7,,"['Documentary', 'Comedy']",2015,[],America,Netflix,,PT1H3M,"Actress and comedian Anjelah Johnson showcases her hilarious impressions to riff on European Gypsies, Vietnamese manicurists, Mexican moms, and more.Anjelah Johnson: Not Fancy featuring Anjelah Johnson-Reyes is streaming with subscription on Netflix. It's a comedy and documentary movie with an average IMDb audience rating of 5.7 (687 votes).",Jay Karas,['Anjelah Johnson-Reyes']
The Replacements,6.6,,"['Sport', 'Comedy']",2000,"['Sports', 'Feel-good']",America,Netflix,16+,PT1H58M,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.The Replacements featuring Keanu Reeves and Gene Hackman is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's a comedy and sport movie with an average IMDb audience rating of 6.6 (64,300 votes).",Howard Deutch,"['Keanu Reeves', 'Gene Hackman', 'Brooke Langton', 'Orlando Jones', 'Faizon Love', 'Jon Favreau', 'Rhys Ifans', 'Keith David', 'Ace Yonamine', 'Troy Winbush', 'David Denman', 'Michael Jace', 'Gailard Sartain', 'Brett Cullen', 'Jack Warden', 'Michael Taliferro', 'Robyn Peterson', 'Kevin Reid', 'Sarah Ann Morris', 'Caroline Keenan', 'Elisa Nixon', 'Dylan Sellers', 'Erwin Stoff', 'Jeffrey Chernov', 'Steven Reuther', 'Vince McKewin', 'John Debney']"
The Envelope,7,,['Drama'],2018,[],,Netflix,,PT1H25M,"Bahasha is the story of Kitasa, an elected public official who betrays his family, friends and community when he takes an easy bribe.The Envelope is streaming with subscription on Netflix. It's a drama movie with a better than average IMDb audience rating of 7.0 (23 votes).",Jordan Riber,[]
Seized,5.3,,"['Action & Adventure', 'Thriller']",2020,[],America,Netflix,18+ (R),PT1H25M,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Nero’s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamo’s hideout and seek revenge.Seized featuring Scott Adkins and Mario Van Peebles is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's an action & adventure and thriller movie with a less than average IMDb audience rating of 5.3 (2,211 votes).",Isaac Florentine,"['Scott Adkins', 'Mario Van Peebles', 'Steven Elder', 'James P. Bennett', 'Karlee Perez', 'Peter Organ', 'Matthew Garbacz', 'David Fernandez Jr.', 'Luis Gatica', 'Mauricio Mendoza', 'Rolando Gonzalez', 'Richard Lowry']"
Everything Must Go,6.4,,"['Comedy', 'Drama']",2011,"['Friendship', 'Feel-good']",America,Netflix,18+ (R),PT1H37M,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.Everything Must Go featuring Will Ferrell and C.J. Wallace is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's a comedy and drama movie with an average IMDb audience rating of 6.4 (50,607 votes).",Dan Rush,"['Will Ferrell', 'C.J. Wallace', 'Rebecca Hall', 'Michael Peña', 'Rosalie Michaels', 'Stephen Root', 'Laura Dern', 'Glenn Howerton', 'Argos MacCallum', 'Todd Bryant', 'Jason Spisak', 'Tyler Johnstone', 'Kyle Sharkey', 'Scott Takeda', 'Matthew Dearing', 'Leeann Dearing', 'Chris Cook', 'Steven Scally', 'Andy McDermott', 'Leslea Fisher', 'Annie Boon', 'Wyck Godfrey', 'Dan Rush', 'David Torn']"
Mau Nieto: viviendo sobrio… desde el bar,6.7,,['Comedy'],2018,[],Mexico,Netflix,18+ (R),PT57M,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober.Mau Nieto: viviendo sobrio… desde el bar featuring Mau Nieto is streaming with subscription on Netflix. It's a comedy movie with a better than average IMDb audience rating of 6.7 (80 votes).",Jan Suter,"['Raúl Campos', 'Mau Nieto', 'Mau Nieto']"
Dark City Beneath the Beat,6.7,,['Documentary'],2020,[],America,Netflix,,PT1H5M,"Dark City Beneath The Beat is an audiovisual experience that defines the soundscape of Baltimore city. Inspired by an all original Baltimore club music soundtrack, the film spotlights local club artists, DJs, dancers, producers, and Baltimore’s budding creative community as they are realizing their life dreams. Rhythmic and raw, these stories illustrate the unique characteristics of the city’s landscape and social climate through music, poetry, and dance. From the city’s social climate to its creative LGBTQ community, Dark City Beneath The Beat showcases Baltimore club music as a positive subculture in a city overshadowed by trauma, drugs, and violence.Dark City Beneath the Beat is streaming with subscription on Netflix. It's a documentary movie with a better than average IMDb audience rating of 6.7 (139 votes).",TT the Artist,[]
Coded Bias,6.7,,['Documentary'],2020,[],China,Netflix,,PT1H26M,"Exploring the fallout of MIT Media Lab researcher Joy Buolamwini's startling discovery that facial recognition does not see dark-skinned faces accurately, and her journey to push for the first-ever legislation in the U.S. to govern against bias in the algorithms that impact us all.Coded Bias featuring Joy Buolamwini and Cathy O'Neil is streaming with subscription on Netflix. It's a documentary movie with a better than average IMDb audience rating of 6.7 (2,259 votes).",Shalini Kantayya,"['Joy Buolamwini', ""Cathy O'Neil"", 'Meredith Broussard', 'Silkie Carlo', 'Virginia Eubanks', 'Ravi Naik', 'Safiya Umoja Noble', 'Zeynep Tufekci', 'Shalini Kantayya', 'Shalini Kantayya']"
Eeb Allay Ooo!,7.2,,"['Comedy', 'Drama']",2020,['Animal'],India,Netflix,,PT1H37M,"Hired as a monkey repeller upon moving to Delhi, a young man struggles to find his footing in his unenviable job and his place in the unforgiving world.Eeb Allay Ooo! featuring Shardul Bhardwaj and Mahender Nath is streaming with subscription on Netflix. It's a comedy and drama movie with a better than average IMDb audience rating of 7.2 (1,568 votes).",Prateek Vats,"['Shardul Bhardwaj', 'Mahender Nath', 'Nutan Sinha', 'Shashi Bhushan', 'Naina Sareen', 'Nitin Goel', 'Prateek Vats', 'Shubham']"
Ibrahim: A Fate to Define,7.4,,['Documentary'],2019,[],Denmark,Netflix,,PT1H15M,"In this provocative and personal documentary, director Lina Al Abed searches for traces of her disappeared father: a seemingly ordinary Palestinian family man who was actually a secret member of a militant splinter faction and vanished when she was just a child.Ibrahim: A Fate to Define is streaming with subscription on Netflix. It's a documentary movie with a better than average IMDb audience rating of 7.4 (30 votes).",Lina Al Abed,"['Lina Al Abed', 'Rami Nihawi']"
Rhys Nicholson: Live at the Athenaeum,7.6,,['Comedy'],2020,[],,Netflix,,PT1H5M,"Rhys Nicholson flexes his biting humor as he discusses horse tranquilizers, angry letters from viewers, and more in this stand-up special.Rhys Nicholson: Live at the Athenaeum featuring Rhys Nicholson is streaming with subscription on Netflix. It's a comedy movie with a high IMDb audience rating of 7.6 (300 votes).",Toby Parkinson,"['Rhys Nicholson', 'Rhys Nicholson']"
A Remarkable Tale,5.3,,"['Drama', 'Comedy']",2019,[],Spain,Netflix,7+ (PG),PT1H33M,"The residents of an isolated town look to revive their home's identity when a group of foreigners unexpectedly arrive, bringing culture shock with them.A Remarkable Tale featuring Carmen Machi and Pepón Nieto is streaming with subscription on Netflix. It's a comedy and drama movie with a less than average IMDb audience rating of 5.3 (1,212 votes).",Marina Seresesky,"['Carmen Machi', 'Pepón Nieto', 'Ricardo Nkosi', 'Jimmy Castro', 'Montse Pla', 'Malcolm Treviño-Sitté', 'Kiti Mánver', 'Jon Kortajarena', 'Paco Tous', 'La Terremoto de Alcorcón', 'Pablo Carbonell', 'Txema Blasco', 'Esperanza Elipe', 'Enriqueta Carballeira', 'Mariana Cordero', 'Antonio Sarrió', 'Miquel Cañaveras', 'Santi Ugalde', 'Sonia Almarcha', 'Chani Martín', 'Javier Salvo']"
David Batra: Elephant in The Room,5.9,,"['Stand-up & Talk', 'Comedy']",2020,[],Sweden,Netflix,,PT1H17M,Swedish comedian David Batra gets personal as he playfully details the perks and pitfalls of being married to a recently resigned political leader.David Batra: Elephant in The Room featuring David Batra is streaming with subscription on Netflix. It's a Comedy and Stand up & Talk movie with an average IMDb audience rating of 5.9 (197 votes).,David Batra,"['Jon Rudberg', 'David Batra']"
Secrets in the Hot Spring,6,,"['Comedy', 'Horror']",2018,[],China,Netflix,,PT1H49M,"Xiaogin transferred to the third school during his fifth year at high school. During the winter vacation, his grandparents tricked him into returning to the hotel which was founded by his parents. Xiaogin’s classmates Little Princess and Lu Qun tagged along uninvited to escape being bullied at school. While the three boys were temporarily staying at Xiaogin’s family hotel, they quickly found out that the hotel was in terrible shape and was also haunted. Xiaogin and his friends have developed an extremely close friendship while they are trying to step closer to the truth. Will they find out the secret that hides underneath the steaming hot springs?Secrets in the Hot Spring featuring Zhang Ting Hu and Hung Yan Siang is streaming with subscription on Netflix. It's a comedy and horror movie with an average IMDb audience rating of 6.0 (762 votes).",Lin Kuan Hui,"['Zhang Ting Hu', 'Hung Yan Siang', 'He Xuan Lin', 'Kuo Shu-yao', 'Mimi Chu', 'Law Kar-Ying', 'Kai-wei Chiu', 'Ching-i Pai', 'Toon Wang', 'Yeh Jufeng', 'Lin Kuan Hui']"
The Breakup Playlist,6.5,,"['Romance', 'Drama']",2015,['Music'],Philippines,Netflix,7+ (PG),PT1H57M,"A story about an aspiring professional singer and a rock singer who collaborates in a song. As they work on their song, they start to develop feelings for each other.The Breakup Playlist featuring Sarah Geronimo and Piolo Pascual is streaming with subscription on Netflix, available for rent or purchase on iTunes, and available for rent or purchase on Prime Video. It's a drama and romance movie with an average IMDb audience rating of 6.5 (304 votes).",Dan Villegas,"['Sarah Geronimo', 'Piolo Pascual', 'Rio Locsin', 'Dennis Padilla', 'Diego Loyzaga', 'Maris Racal', 'Teddy Corpuz', 'Badjie Mortiz', 'Anna Luna', 'Annicka Dolonius', 'Charo Santos-Concio', 'Malou N. Santos', 'Antoinette Jadaone']"
The Wind,5.5,,"['Mystery', 'Thriller']",2019,"['Supernatural', 'Psychology', 'Religion']",America,Netflix,18+ (R),PT1H26M,"Lizzy is a tough, resourceful frontierswoman settling a remote stretch of land on the 19th-century American frontier. Isolated from civilization in a desolate wilderness where the wind never stops howling, she begins to sense a sinister presence that seems to be borne of the land itself, and when a newlywed couple arrive at a nearby homestead, their presence amplifies Lizzy's fears, setting into motion a shocking chain of events.The Wind featuring Caitlin Gerard and Ashley Zukerman is streaming with subscription on Netflix, streaming with subscription on AMC+ (Via Prime Video), available for rent or purchase on iTunes, and 3 others. It's a mystery and thriller movie with an average IMDb audience rating of 5.5 (8,124 votes).",Emma Tammi,"['Caitlin Gerard', 'Ashley Zukerman', 'Julia Goldani Telles', 'Miles Anderson', 'Dylan McTee', 'Martin Patterson', 'Christopher Alender', 'David Grove Churchill Viste', 'Adam Hendricks', 'David A. Smith', 'Greg Gilreath', 'Henry Jacobson', 'John H. Lang', 'Zac Locke', 'Teresa Sutherland', 'Ben Lovett']"
Back to School,5.3,,['Comedy'],2019,[],France,Netflix,18+ (R),PT1H23M,"Two adults go to their middle school reunion in order to show off their success to old bullies teenage crushes.Back to School featuring Caroline Anglade and Laetitia Chambon is streaming with subscription on Netflix. It's a comedy movie with a less than average IMDb audience rating of 5.3 (1,244 votes).",Julien War,"['Rémy Four', 'Caroline Anglade', 'Laetitia Chambon', 'Jérôme Niel', 'Ludovik', 'Nicolas Berno', 'Johann Dionnet', 'Joséphine Draï', 'Pauline Deshons', 'Julien War', 'Rémy Four']"
